Produto,Categoria do Produto,PreÃ§o,Frete,Data da Compra,Vendedor,Local da compra,AvaliaÃ§Ã£o da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
Kit banquetas,moveis,376.24,23.19746444,13/03/2022,Bianca Santos,RJ,3,cartao_credito,1,-22.25,-42.66
Xadrez de madeira,brinquedos,41.77,0,31/12/2021,JoÃ£o Souza,SP,5,cartao_credito,9,-22.19,-48.79
Poltrona,moveis,272.59,17.67841376,04/08/2021,Beatriz Moraes,SP,4,cartao_credito,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,297.66,13.43393858,06/02/2020,Pedro Gomes,GO,5,cartao_credito,3,-15.98,-49.86
Mesa de jantar,moveis,208,8.659813318,12/06/2021,Rafael Costa,GO,4,boleto,1,-15.98,-49.86
Celular Plus X42,eletronicos,2822.56,147.8772677,16/06/2022,Beatriz Moraes,PA,5,boleto,1,-3.79,-52.48
Bola de vÃ´lei,esporte e lazer,70.32,4.632743624,06/03/2021,Mariana Ferreira,AP,3,cartao_credito,2,1.41,-51.77
Cadeira de escritÃ³rio,moveis,512.19,24.85701569,05/11/2021,Larissa Alves,MG,1,cartao_credito,5,-18.1,-44.38
Celular Plus X42,eletronicos,3432.98,183.3221222,23/08/2022,Rafael Costa,PE,2,cartao_credito,10,-8.38,-37.86
Panela de pressÃ£o,utilidades domesticas,71.69,4.348381353,22/07/2022,Pedro Gomes,RJ,5,cupom,1,-22.25,-42.66
Secadora de roupas,eletrodomesticos,1559.34,89.40977824,25/06/2020,Felipe Santos,MG,3,cartao_credito,10,-18.1,-44.38
Blocos de montar,brinquedos,47.82,0,16/08/2021,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
TV Led UHD 4K,eletronicos,3802.9,200.0774234,06/06/2021,Juliana Costa,SP,4,cartao_credito,2,-22.19,-48.79
Kit banquetas,moveis,363.96,16.96421413,28/09/2022,Mariana Ferreira,MG,5,cartao_credito,6,-18.1,-44.38
TV Led UHD 4K,eletronicos,3213.28,168.6819322,14/01/2021,Isabella Pereira,MG,4,cartao_credito,1,-18.1,-44.38
Guarda roupas,moveis,636.01,34.15439594,24/06/2021,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
Jogo de copos,utilidades domesticas,31.66,0,22/09/2020,Mariana Ferreira,SP,5,cartao_credito,10,-22.19,-48.79
Smart TV,eletronicos,2410.58,125.9405721,18/03/2020,Camila Ribeiro,SP,1,cartao_credito,5,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,61.18,0,13/12/2021,Bruno Rodrigues,MG,5,cartao_credito,4,-18.1,-44.38
Bicicleta,esporte e lazer,987.59,64.23222463,27/04/2021,Juliana Costa,SP,1,cartao_credito,6,-22.19,-48.79
Celular Plus X42,eletronicos,2866.26,152.9084989,29/06/2021,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
Kit banquetas,moveis,429.54,26.03552909,17/10/2020,Lucas Oliveira,SP,3,cartao_credito,9,-22.19,-48.79
CÃ´moda,moveis,329.95,29.21487308,15/07/2020,Bruno Rodrigues,MG,5,cartao_credito,2,-18.1,-44.38
Tablet ABXY,eletronicos,2027.72,105.5544289,09/09/2022,Felipe Santos,CE,5,cartao_credito,2,-5.2,-39.53
Lava louÃ§as,eletrodomesticos,1454.42,75.02792858,23/01/2022,Isabella Pereira,SP,2,cartao_credito,1,-22.19,-48.79
CÃ´moda,moveis,384.6,18.06323203,19/11/2021,Larissa Alves,SP,5,cupom,1,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1560.66,83.38357581,06/07/2021,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
CÃ´moda,moveis,412.07,22.22461374,02/02/2021,Camila Ribeiro,SP,5,cartao_credito,6,-22.19,-48.79
Smart TV,eletronicos,1735.63,90.00151509,18/09/2021,JoÃ£o Souza,SP,5,boleto,1,-22.19,-48.79
Dashboards com Power BI,livros,42.09,0,01/06/2020,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
Guarda roupas,moveis,656.24,41.18474115,28/04/2022,Bruno Rodrigues,MG,5,cartao_credito,5,-18.1,-44.38
Mochila,esporte e lazer,114.57,3.684946894,22/03/2020,JoÃ£o Souza,RJ,1,cartao_credito,3,-22.25,-42.66
Cadeira de escritÃ³rio,moveis,540.62,29.06951451,15/06/2020,Pedro Gomes,MS,5,boleto,1,-20.51,-54.54
FogÃ£o,eletrodomesticos,607.49,33.2354301,01/01/2022,Juliana Costa,MG,5,cartao_credito,3,-18.1,-44.38
Mesa de jantar,moveis,223.99,9.511232714,09/01/2021,Felipe Santos,RS,5,boleto,1,-30.17,-53.5
Panela de pressÃ£o,utilidades domesticas,113.11,6.553871745,28/01/2021,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
Impressora,eletronicos,386.27,18.15215451,12/01/2022,Camila Ribeiro,PR,5,cartao_credito,2,-24.89,-51.55
ViolÃ£o,instrumentos musicais,546.04,29.3581132,18/01/2023,Bruno Rodrigues,SC,5,cartao_credito,10,-27.45,-50.95
Celular Plus X42,eletronicos,2717.81,151.0948206,24/11/2021,Juliana Costa,SP,1,boleto,1,-22.19,-48.79
Boneca bebÃª,brinquedos,57.87,3.364529312,29/03/2020,Isabella Pereira,RJ,3,cartao_credito,1,-22.25,-42.66
Impressora,eletronicos,456.6,27.47639269,21/03/2022,Larissa Alves,PR,5,cartao_credito,1,-24.89,-51.55
TV Led UHD 4K,eletronicos,2828.89,148.2143211,04/02/2020,Beatriz Moraes,SE,5,cartao_credito,6,-10.57,-37.45
Modelagem preditiva,livros,104.89,3.169516015,23/09/2020,Larissa Alves,RJ,5,cupom,1,-22.25,-42.66
Secadora de roupas,eletrodomesticos,873.98,55.63119208,26/07/2020,Mariana Ferreira,PR,2,cartao_credito,5,-24.89,-51.55
Panela de pressÃ£o,utilidades domesticas,77.2,1.695106818,15/05/2020,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Bicicleta,esporte e lazer,953.99,51.08022342,10/06/2022,JoÃ£o Souza,RJ,5,cartao_credito,4,-22.25,-42.66
Mesa de jantar,moveis,411.31,22.18414602,27/08/2021,Juliana Costa,PR,1,cartao_credito,4,-24.89,-51.55
Blocos de montar,brinquedos,41.38,0,13/03/2021,Beatriz Moraes,PI,4,cartao_credito,4,-6.6,-42.28
Panela de pressÃ£o,utilidades domesticas,82.19,1.960809306,03/08/2020,JoÃ£o Souza,PE,4,cartao_credito,3,-8.38,-37.86
Bola de vÃ´lei,esporte e lazer,62.19,3.842534933,05/08/2022,Larissa Alves,CE,1,cartao_credito,4,-5.2,-39.53
Celular Plus X42,eletronicos,3359.6,179.7770081,30/01/2022,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
Impressora,eletronicos,493.14,23.8426605,06/06/2022,JoÃ£o Souza,PR,5,cartao_credito,4,-24.89,-51.55
ViolÃ£o,instrumentos musicais,568.84,27.87345777,05/07/2021,Pedro Gomes,SP,1,cartao_credito,4,-22.19,-48.79
Guarda roupas,moveis,614.56,33.41048331,26/03/2022,Rafael Costa,MG,5,cartao_credito,4,-18.1,-44.38
Lavadora de roupas,eletrodomesticos,1743.83,93.37996634,16/07/2020,Mariana Ferreira,SP,1,cartao_credito,4,-22.19,-48.79
Cadeira de escritÃ³rio,moveis,592.76,39.11826702,30/05/2021,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
Secadora de roupas,eletrodomesticos,1792.05,95.95237582,11/10/2022,Isabella Pereira,AM,5,cartao_credito,6,-3.47,-65.1
Bola de vÃ´lei,esporte e lazer,61.43,3.554088603,05/06/2021,Beatriz Moraes,PR,4,cartao_credito,3,-24.89,-51.55
Poltrona,moveis,386.55,21.10888959,18/07/2021,Larissa Alves,RJ,1,boleto,1,-22.25,-42.66
Faqueiro,utilidades domesticas,51.04,3.00085236,20/10/2022,JoÃ£o Souza,RJ,1,boleto,1,-22.25,-42.66
Dinossauro Rex,brinquedos,22.01,1.858978436,04/02/2022,Larissa Alves,BA,3,cartao_credito,1,-13.29,-41.71
Cama king,moveis,537.33,28.8943319,29/01/2020,Camila Ribeiro,RJ,5,cartao_credito,5,-22.25,-42.66
Celular Plus X42,eletronicos,1898.65,101.6285051,21/04/2021,Bianca Santos,SP,1,cartao_credito,2,-22.19,-48.79
Jogo de panelas,utilidades domesticas,125.09,13.04028054,31/03/2022,Juliana Costa,RS,4,cartao_credito,1,-30.17,-53.5
Dinossauro Rex,brinquedos,21.64,7.394200285,13/09/2022,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
Celular Plus X42,eletronicos,2868.17,153.2525284,28/06/2021,Juliana Costa,BA,5,cupom,1,-13.29,-41.71
Panela de pressÃ£o,utilidades domesticas,70.28,4.273303095,06/12/2020,Beatriz Moraes,PR,5,boleto,1,-24.89,-51.55
CÃ´moda,moveis,437.82,24.71171321,27/06/2021,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
Dashboards com Power BI,livros,38.92,5.236189236,10/03/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Mesa de jantar,moveis,417.67,22.77077551,19/10/2022,Bruno Rodrigues,RS,5,cupom,1,-30.17,-53.5
CÃ´moda,moveis,341.01,15.74219567,18/07/2022,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
Headset,eletronicos,120.54,4.002831433,22/06/2022,Juliana Costa,SP,5,cartao_credito,3,-22.19,-48.79
Copo tÃ©rmico,esporte e lazer,48.4,8.956768758,05/01/2022,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
ViolÃ£o,instrumentos musicais,331.35,18.17449519,14/03/2023,Lucas Oliveira,MG,1,cartao_credito,10,-18.1,-44.38
CÃ´moda,moveis,405.47,21.87883449,08/07/2021,Larissa Alves,RJ,5,boleto,1,-22.25,-42.66
Modelagem preditiva,livros,105.62,3.208386319,04/05/2021,Bianca Santos,DF,5,cartao_credito,5,-15.83,-47.86
Dinossauro Rex,brinquedos,24.19,0,18/02/2023,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
Bola de basquete,esporte e lazer,78.92,1.786691643,09/05/2020,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
Jogo de copos,utilidades domesticas,28.03,0,24/02/2021,Camila Ribeiro,PR,4,cartao_credito,3,-24.89,-51.55
CiÃªncia de dados com python,livros,82.98,4.707212175,05/06/2020,Pedro Gomes,MG,3,cartao_credito,1,-18.1,-44.38
Faqueiro,utilidades domesticas,71.09,1.369767699,13/12/2021,Rafael Costa,PE,3,cartao_credito,4,-8.38,-37.86
Tablet ABXY,eletronicos,1275.37,77.7669088,03/01/2020,Lucas Oliveira,RJ,5,cartao_credito,5,-22.25,-42.66
Bicicleta,esporte e lazer,685.51,34.08578428,08/03/2023,Camila Ribeiro,RS,1,cartao_credito,8,-30.17,-53.5
CÃ´moda,moveis,385.81,21.48306966,12/08/2022,Lucas Oliveira,SC,5,cartao_credito,4,-27.45,-50.95
Cama box,moveis,480.29,26.46241277,20/11/2022,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
Faqueiro,utilidades domesticas,60.69,3.762664445,11/07/2020,Mariana Ferreira,PR,5,cupom,1,-24.89,-51.55
Lavadora de roupas,eletrodomesticos,1776.57,95.48542304,02/11/2021,Bruno Rodrigues,RJ,2,cartao_credito,5,-22.25,-42.66
Poltrona,moveis,252.51,11.02983691,19/12/2021,Camila Ribeiro,RJ,4,cartao_credito,4,-22.25,-42.66
Jogo de tabuleiro,brinquedos,182.13,10.38488673,05/04/2020,Mariana Ferreira,CE,5,cartao_credito,4,-5.2,-39.53
Jogo de panelas,utilidades domesticas,118.45,3.891545221,20/03/2023,Felipe Santos,MG,1,cartao_credito,5,-18.1,-44.38
Xadrez de madeira,brinquedos,47.86,3.235413168,01/10/2022,Felipe Santos,DF,2,cartao_credito,1,-15.83,-47.86
Headset,eletronicos,74.38,10.20244662,12/04/2022,Bianca Santos,SP,2,cartao_credito,2,-22.19,-48.79
FogÃ£o,eletrodomesticos,643.87,40.52607587,15/05/2020,Mariana Ferreira,SP,5,cartao_credito,8,-22.19,-48.79
Pandeiro,instrumentos musicais,117.79,12.51389853,19/02/2022,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
CÃ´moda,moveis,341.64,18.72240673,26/08/2021,Isabella Pereira,SP,4,cartao_credito,15,-22.19,-48.79
ViolÃ£o,instrumentos musicais,529.18,25.76168208,13/11/2021,Thiago Silva,MG,3,cupom,1,-18.1,-44.38
Lava louÃ§as,eletrodomesticos,1750.68,93.50156916,13/06/2022,Beatriz Moraes,SP,1,boleto,1,-22.19,-48.79
Mesa de centro,moveis,183.09,7.333430758,08/06/2022,Thiago Silva,GO,5,cartao_credito,2,-15.98,-49.86
Jogo de panelas,utilidades domesticas,147.13,5.41866894,15/08/2020,JoÃ£o Souza,MG,5,cartao_credito,5,-18.1,-44.38
TV Led UHD 4K,eletronicos,3276.52,175.3532481,16/02/2021,Isabella Pereira,MG,2,cartao_credito,1,-18.1,-44.38
Secadora de roupas,eletrodomesticos,1909.62,111.2624636,08/09/2022,Larissa Alves,SP,1,cartao_credito,1,-22.19,-48.79
CÃ´moda,moveis,362.3,19.57451096,02/08/2021,Rafael Costa,SC,5,boleto,1,-27.45,-50.95
Guitarra,instrumentos musicais,911.44,48.82021483,15/11/2022,Mariana Ferreira,MG,4,cartao_credito,1,-18.1,-44.38
Celular ABXY,eletronicos,1311.63,70.1291284,16/11/2022,Juliana Costa,MT,5,cartao_credito,2,-12.64,-55.42
Lavadora de roupas,eletrodomesticos,1749.12,93.41850385,12/11/2021,Juliana Costa,PR,4,cartao_credito,5,-24.89,-51.55
Headset,eletronicos,176.32,6.972948625,27/08/2022,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
Carrinho controle remoto,brinquedos,113.88,6.750779554,05/08/2022,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
Cadeira de escritÃ³rio,moveis,529.34,28.71686706,06/12/2020,Lucas Oliveira,PR,5,cartao_credito,1,-24.89,-51.55
Cama king,moveis,1190.9,63.7006191,09/09/2021,Rafael Costa,MG,1,boleto,1,-18.1,-44.38
Modelagem preditiva,livros,83.66,2.039082383,24/06/2021,Rafael Costa,MG,1,boleto,1,-18.1,-44.38
FogÃ£o,eletrodomesticos,789.65,48.42610128,23/11/2022,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
Smart TV,eletronicos,2241.41,120.2367546,04/01/2023,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
Dinossauro Rex,brinquedos,24.21,4.452925989,29/06/2020,Thiago Silva,SP,4,cartao_credito,1,-22.19,-48.79
Mesa de jantar,moveis,225.77,12.55267782,07/11/2021,Bruno Rodrigues,DF,4,cartao_credito,2,-15.83,-47.86
Mesa de jantar,moveis,211.45,8.843515439,20/02/2020,Rafael Costa,SP,4,boleto,1,-22.19,-48.79
ViolÃ£o,instrumentos musicais,459.35,25.34742076,03/11/2022,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
Kit banquetas,moveis,441.44,24.19236412,21/03/2023,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
Corda de pular,esporte e lazer,15.99,0,20/01/2023,Bianca Santos,CE,5,cartao_credito,3,-5.2,-39.53
Tablet ABXY,eletronicos,1387.78,71.47954906,01/12/2021,Thiago Silva,RS,5,cartao_credito,6,-30.17,-53.5
SofÃ¡ retrÃ¡til,moveis,862.58,43.51422908,23/10/2021,Rafael Costa,SP,3,cartao_credito,2,-22.19,-48.79
Bola de basquete,esporte e lazer,84.09,2.06197859,08/09/2021,Mariana Ferreira,SP,5,cartao_credito,2,-22.19,-48.79
Copo tÃ©rmico,esporte e lazer,72.76,7.038067431,13/06/2021,Mariana Ferreira,MG,5,cartao_credito,6,-18.1,-44.38
Faqueiro,utilidades domesticas,62.73,14.98621199,03/04/2022,Felipe Santos,ES,4,cartao_credito,1,-19.19,-40.34
Modelagem preditiva,livros,102.27,3.030008897,05/03/2023,Isabella Pereira,CE,1,cartao_credito,10,-5.2,-39.53
Mesa de centro,moveis,221.73,9.390894513,12/10/2020,Bruno Rodrigues,PR,5,cartao_credito,3,-24.89,-51.55
Secadora de roupas,eletrodomesticos,918.18,46.47476181,24/01/2020,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,935.65,50.35165221,16/12/2021,Camila Ribeiro,PR,5,cartao_credito,2,-24.89,-51.55
ViolÃ£o,instrumentos musicais,466.64,22.43161522,02/03/2020,Juliana Costa,RS,5,cartao_debito,1,-30.17,-53.5
Xadrez de madeira,brinquedos,26.15,0,03/11/2021,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
CiÃªncia de dados com python,livros,83.49,2.030030395,07/10/2022,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
Carrinho controle remoto,brinquedos,114.02,3.655661048,18/08/2022,Bianca Santos,RJ,5,cartao_credito,3,-22.25,-42.66
Modelagem preditiva,livros,87.27,5.177969482,06/08/2021,Isabella Pereira,BA,5,cartao_credito,10,-13.29,-41.71
Assistente virtual,eletronicos,233.89,10.03837793,25/03/2022,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1712.12,92.5643546,31/01/2021,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
Jogo de tabuleiro,brinquedos,186.06,17.46271554,07/03/2023,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
Smartwatch,eletronicos,163.26,9.581519023,29/01/2023,Lucas Oliveira,TO,5,cartao_credito,1,-9.46,-48.26
Panela de pressÃ£o,utilidades domesticas,96.06,2.699345079,26/10/2020,Bianca Santos,RS,5,boleto,1,-30.17,-53.5
Jogo de panelas,utilidades domesticas,296.09,16.29700627,08/03/2020,Mariana Ferreira,SP,1,cartao_credito,5,-22.19,-48.79
Bola de basquete,esporte e lazer,57.38,0,24/09/2020,Camila Ribeiro,SP,5,cartao_credito,2,-22.19,-48.79
Jogo de panelas,utilidades domesticas,266.63,11.78168444,26/03/2020,Bianca Santos,SP,5,boleto,1,-22.19,-48.79
Panela de pressÃ£o,utilidades domesticas,99.93,6.720087217,14/03/2020,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Iniciando em programaÃ§Ã£o,livros,43.84,0,01/01/2020,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Cama king,moveis,986.76,57.02204014,04/01/2020,Larissa Alves,RS,5,cartao_credito,5,-30.17,-53.5
Jogo de copos,utilidades domesticas,39.21,3.486929887,31/08/2022,Bianca Santos,MG,5,cupom,1,-18.1,-44.38
Pandeiro,instrumentos musicais,84.5,2.083809856,25/07/2020,Juliana Costa,MG,5,cartao_credito,1,-18.1,-44.38
Jogo de tabuleiro,brinquedos,244.33,13.54094198,29/10/2020,JoÃ£o Souza,SP,5,cartao_credito,4,-22.19,-48.79
Cama box,moveis,546.43,26.68019268,13/04/2021,Camila Ribeiro,RJ,5,cartao_credito,1,-22.25,-42.66
Bicicleta,esporte e lazer,392.35,21.17458306,12/06/2020,JoÃ£o Souza,MG,1,cartao_credito,1,-18.1,-44.38
Guarda roupas,moveis,668.92,33.20241669,29/11/2021,Felipe Santos,RS,4,boleto,1,-30.17,-53.5
Kit banquetas,moveis,435.98,23.74572792,01/07/2020,Camila Ribeiro,SP,4,boleto,1,-22.19,-48.79
Corda de pular,esporte e lazer,15.01,1.330341869,30/09/2022,Thiago Silva,CE,1,cartao_credito,2,-5.2,-39.53
ViolÃ£o,instrumentos musicais,372.07,17.39604723,13/09/2020,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
Poltrona,moveis,326.35,26.95809924,17/11/2021,Beatriz Moraes,SC,4,boleto,1,-27.45,-50.95
Geladeira,eletrodomesticos,2994.83,159.7488138,31/12/2021,Larissa Alves,SP,4,boleto,1,-22.19,-48.79
Panela de pressÃ£o,utilidades domesticas,111.36,15.02397135,23/03/2020,Larissa Alves,RJ,4,cartao_credito,10,-22.25,-42.66
Dashboards com Power BI,livros,42.72,0,02/08/2021,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
Jogo de tabuleiro,brinquedos,254.87,14.2580729,13/12/2022,Bianca Santos,MG,5,cartao_credito,3,-18.1,-44.38
Celular ABXY,eletronicos,1479.39,76.35750596,23/03/2021,Camila Ribeiro,AL,4,cupom,1,-9.62,-36.82
Smart TV,eletronicos,1920.41,102.9430673,26/12/2021,Bruno Rodrigues,DF,5,cartao_credito,1,-15.83,-47.86
Mesa de jantar,moveis,211.57,21.77156849,19/05/2022,Rafael Costa,ES,4,cartao_credito,5,-19.19,-40.34
Dinossauro Rex,brinquedos,27.66,1.999076777,15/07/2020,Beatriz Moraes,PR,5,cartao_credito,5,-24.89,-51.55
Bola de basquete,esporte e lazer,87.82,2.260589868,12/11/2021,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
Smart TV,eletronicos,2227.87,119.3143873,02/08/2021,Larissa Alves,PR,1,cartao_credito,1,-24.89,-51.55
Smart TV,eletronicos,1617.53,86.65487131,28/05/2020,Bianca Santos,PR,5,cartao_credito,2,-24.89,-51.55
Assistente virtual,eletronicos,254.85,14.0962608,12/10/2022,Rafael Costa,DF,4,cartao_credito,4,-15.83,-47.86
Mochila,esporte e lazer,123.26,14.11880447,06/12/2021,Lucas Oliveira,RJ,5,cupom,1,-22.25,-42.66
Mesa de centro,moveis,189.42,16.46565951,11/01/2023,Mariana Ferreira,RS,4,cartao_credito,3,-30.17,-53.5
Modelagem preditiva,livros,84.54,5.032605195,11/08/2022,Thiago Silva,SP,1,cartao_credito,3,-22.19,-48.79
Tablet ABXY,eletronicos,1159.77,59.33870251,26/10/2021,Bianca Santos,PR,1,cartao_credito,5,-24.89,-51.55
Bola de vÃ´lei,esporte e lazer,69.92,1.307468719,25/06/2022,Lucas Oliveira,MG,3,cartao_credito,2,-18.1,-44.38
Cama box,moveis,699.95,34.85467083,14/09/2020,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
Smartwatch,eletronicos,244.66,10.61184803,14/06/2020,Bruno Rodrigues,SP,1,cartao_credito,5,-22.19,-48.79
Kit banquetas,moveis,375.12,20.2627883,31/12/2020,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
Dinossauro Rex,brinquedos,24.17,0,19/05/2022,Bruno Rodrigues,MS,1,cartao_credito,5,-20.51,-54.54
Assistente virtual,eletronicos,355.46,19.21030154,17/06/2021,Mariana Ferreira,SP,3,boleto,1,-22.19,-48.79
Celular Plus X42,eletronicos,2549.42,133.3333844,30/04/2022,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
Headset,eletronicos,197.62,10.81144729,03/10/2022,Thiago Silva,RJ,5,cartao_credito,10,-22.25,-42.66
Tablet ABXY,eletronicos,1104.27,59.08218132,22/03/2020,Larissa Alves,SP,1,cupom,1,-22.19,-48.79
Blocos de montar,brinquedos,46.51,3.364932754,12/01/2020,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
FogÃ£o,eletrodomesticos,1369.13,70.48649267,12/10/2021,Pedro Gomes,SP,4,cartao_credito,3,-22.19,-48.79
SofÃ¡ retrÃ¡til,moveis,894.61,59.28131936,10/11/2022,Thiago Silva,PR,5,cartao_credito,7,-24.89,-51.55
Pandeiro,instrumentos musicais,45.87,3.841554851,26/02/2021,Bruno Rodrigues,BA,5,cartao_credito,10,-13.29,-41.71
Pandeiro,instrumentos musicais,127.25,4.360118747,29/01/2020,Juliana Costa,SP,5,cartao_credito,5,-22.19,-48.79
Poltrona,moveis,385.35,18.10316728,18/05/2020,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
Smartwatch,eletronicos,299.38,16.46734933,01/11/2021,Thiago Silva,SP,5,cartao_debito,1,-22.19,-48.79
Lava louÃ§as,eletrodomesticos,1803.24,96.95695296,08/10/2021,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
Bola de vÃ´lei,esporte e lazer,75.11,1.583820605,01/01/2022,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
Bicicleta,esporte e lazer,539.66,29.01839739,03/12/2021,Mariana Ferreira,ES,5,cartao_credito,3,-19.19,-40.34
Celular Plus X42,eletronicos,2097.69,112.2267863,16/08/2022,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
Mesa de centro,moveis,255.35,13.87974521,29/01/2023,Isabella Pereira,SP,1,boleto,1,-22.19,-48.79
CÃ´moda,moveis,327.09,17.94766301,17/07/2020,Rafael Costa,MG,5,cartao_credito,4,-18.1,-44.38
Dinossauro Rex,brinquedos,18.08,8.760756717,02/10/2022,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
Poltrona,moveis,320.38,17.59037569,05/03/2020,Rafael Costa,RO,5,cartao_credito,5,-10.83,-63.34
Smartwatch,eletronicos,166.04,18.69842361,22/03/2022,Pedro Gomes,BA,4,boleto,1,-13.29,-41.71
Tablet ABXY,eletronicos,2295.03,123.6025585,16/06/2022,Rafael Costa,RJ,4,boleto,1,-22.25,-42.66
CÃ´moda,moveis,390.05,21.65740425,31/03/2023,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
Bola de vÃ´lei,esporte e lazer,71.54,13.6665829,07/11/2020,Isabella Pereira,RJ,3,cartao_credito,2,-22.25,-42.66
Modelagem preditiva,livros,87.93,2.266447038,11/03/2022,Mariana Ferreira,SC,5,cartao_credito,2,-27.45,-50.95
Cadeira de escritÃ³rio,moveis,632.67,34.37478632,01/11/2022,Larissa Alves,MG,1,boleto,1,-18.1,-44.38
Guitarra,instrumentos musicais,1115.61,59.69165311,26/04/2022,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
Celular ABXY,eletronicos,1217.48,76.47317553,14/01/2023,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
Geladeira,eletrodomesticos,2357.39,125.8070514,28/12/2022,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
Carrinho controle remoto,brinquedos,86.31,2.180186911,22/08/2020,Felipe Santos,SP,5,cartao_credito,5,-22.19,-48.79
Panela de pressÃ£o,utilidades domesticas,103.07,5.771293333,02/10/2020,Felipe Santos,MS,1,cartao_credito,10,-20.51,-54.54
Jogo de panelas,utilidades domesticas,250.42,13.86037663,16/07/2021,Felipe Santos,MG,5,cartao_credito,10,-18.1,-44.38
Smart TV,eletronicos,1953.55,104.3094372,28/05/2020,Camila Ribeiro,MG,4,boleto,1,-18.1,-44.38
CÃ´moda,moveis,317.45,17.79167266,09/08/2021,Bianca Santos,BA,3,cartao_credito,4,-13.29,-41.71
Bicicleta,esporte e lazer,374.08,20.80704979,23/07/2020,Isabella Pereira,AC,4,cartao_credito,4,-8.77,-70.55
Poltrona,moveis,384.03,21.13545433,08/02/2020,Lucas Oliveira,SP,1,cartao_credito,2,-22.19,-48.79
FogÃ£o,eletrodomesticos,762.14,40.86478808,15/02/2021,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
Jogo de panelas,utilidades domesticas,279.29,15.40245681,07/07/2022,Bianca Santos,SP,5,cartao_credito,4,-22.19,-48.79
Smartwatch,eletronicos,261.19,11.4920208,27/03/2021,Juliana Costa,PE,4,boleto,1,-8.38,-37.86
Boneca bebÃª,brinquedos,57.55,3.353141179,08/02/2023,Beatriz Moraes,RS,5,cartao_credito,8,-30.17,-53.5
Kit banquetas,moveis,455.91,24.55896185,29/09/2020,Thiago Silva,RJ,4,cartao_credito,7,-22.25,-42.66
Modelagem preditiva,livros,74.26,1.538560662,17/06/2021,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
